text,speaker
 Iowa hit a record number of daily cases yesterday,Joe Biden
" It was over 2,300, and a record number of hospitalizations, more than 600",Joe Biden
" We’ve now hit nine million cases nationwide, a tragic milestone",Joe Biden
" And millions of people are out of work, on the edge, and they can’t see the light",Joe Biden
 They don’t know,Joe Biden
 It just looks dark right now for them,Joe Biden
" 82,000 Iowa jobs lost in this pandemic and still they’ve not come back",Joe Biden
" 70,000 jobs lost in Iowa since Donald Trump became President",Joe Biden
" Here at the fairgrounds, the Iowa State Fair canceled for the first time since World War Two, and Donald Trump has given up",Joe Biden
 The White House Chief of Staff said it out loud last week,Joe Biden
" He said, “We’re not going to control the pandemic",Joe Biden
 We’re not going to control the pandemic,Joe Biden
"” In the debate last week with Donald Trump, he said, “We’re rounding the corner",Joe Biden
 It’s going away,Joe Biden
"” And only he could say, “We’re learning to live with it",Joe Biden
"” Well, maybe you remember what I told him, “We’re not learning to live with it",Joe Biden
 We’re having to learn to die with it because of you,Joe Biden
” Donald Trump has waved the white flag,Joe Biden
 He surrendered to this virus,Joe Biden
 But the American people don’t give up,Joe Biden
" Remember what he said when he did that interview, he said, although he knew about the crisis, he knew how bad it was back in January, the end of January, he decided not to tell the people, because he worried there would panic",Joe Biden
" Well, guess what? We don’t panic",Joe Biden
 He panicked,Joe Biden
 And he misrepresented to us,Joe Biden
 Imagine if you had told us in January how dangerous this was and took action,Joe Biden
" It’s estimated there would be over 130,000 people still alive",Joe Biden
"By the way, we don’t cower",Joe Biden
 Nor do I and never will we,Joe Biden
" Unlike Donald Trump, we will not surrender to this virus",Joe Biden
" I’m going to put in place a plan to deal with this pandemic responsibly, which I laid out back in March, bringing the country together around testing, tracing, masking",Joe Biden
" It’s estimated by the leading doctors in America that if you just wore those masks for the next between now and the end of the year, we would save, just putting this mask on, we’d saved 100,000 lives",Joe Biden
" It’s expected that 200,000 more lives will pass between having the end of the year",Joe Biden
 Dr,Joe Biden
 Fauci called last week for a mask mandate,Joe Biden
 This isn’t a political statement,Joe Biden
" It’s patriotic duty, for God’s sake",Joe Biden
" But still, Donald Trump refuses to listen to science",Joe Biden
 He politicizes the race for a vaccine instead of planning for its safe and equitable and free distribution,Joe Biden
 He refused to provide schools and small businesses the resources and national standards where they can open safely and stay open,Joe Biden
" Well, I’m going to bring together Republicans and Democrats to deliver economic relief to working families and school …",Joe Biden
… together Republicans and Democrats to deliver economic relief to working families and schools and businesses,Joe Biden
 The Congress has already passed this legislation,Joe Biden
" It’s sitting there, but he refused, he spent all his time this summer in his golf course bunkers or down in the white house bunkers, think about it",Joe Biden
" I’ve been around for a while, I bet even Senator Grassley would have to acknowledge that I don’t ever remember any President in a crisis where there’s a disagreement in the house and the Senate between Democrats and Republicans, didn’t even try to bring them together to deal with this",Joe Biden
" The house back in May passed the Heroes Act, which would allow businesses and schools to open safely because it costs money, you need sanitation, you need ventilation, you need masking, you need distancing, you need separators",Joe Biden
" It all costs money, but it’s sad, one in six businesses are now out of business, because he won’t act",Joe Biden
" I’ve said before, I’m not going to shut down the economy, I’m going to shut down the virus",Joe Biden
"Even before the virus Donald Trump had already blown it, he inherited a strong economy from Barack and me, well like everything else he inherited, he squandered it",Joe Biden
" He squandered it, frankly",Joe Biden
" I’ve dealt with guys like Trump my whole life, so have you",Joe Biden
" Guys who think because they have a lot more money that they’re better than you, look down on you",Joe Biden
" I know, I acknowledge I got a little bit of a chip on my shoulder coming from an Irish Catholic neighborhood where it wasn’t viewed as that being such a great thing",Joe Biden
" When I read something about how if I’m elected President, I’m going to be the first non-Ivy league person to occupy the white house in a long time",Joe Biden
" Well guess what? Like somehow, I didn’t belong if I didn’t go to the Ivy league",Joe Biden
" Look, I’ll say it about time, it’s about time that a guy or woman or graduate from a state university is able to sit in the oval office",Joe Biden
"Because if I’m sitting there, you will be too, you know who really built this country? It wasn’t Wall Street, it wasn’t CEO’s, it was hard working folks like all of you who built the middle class and unions helped build the middle class",Joe Biden
" We know how we can build a back and build it back better with an economy that rewards work for a change, not wealth",Joe Biden
 We can do it without raising the penny tax on the middle class,Joe Biden
" I guarantee you, give you my word as a Biden no one making less than $400,000 year will see a penny in their taxes raised, no one, but I tell you what, it’s about time",Joe Biden
" The wealthiest people in America, the billionaires, the trillionaires, the multi-billionaires and the biggest corporations start paying their fair share",Joe Biden
" 91 major corporations out of the Fortune 500 didn’t pay a penny in tax last year, that’s tens of billions of dollars",Joe Biden
 They’re going to pay their fair share,Joe Biden
"Why should a firefighter, an educator, a nurse, a cop pay a higher tax rate, which you do than a major multi-billion dollar corporation",Joe Biden
" Why should you pay more taxes than Donald Trump who paid $750? You want to know everything I don’t like about Trump? Let me tell you, I could capture it in one answer he gave",Joe Biden
" He was asked last time out about paying so little taxes, allegedly being a billionaire, know what he said? He says, “Because I’m smarter, I know how to game the system",Joe Biden
"” But he ain’t going to be gaming the system anymore in the Biden administration, they’re going to start paying",Joe Biden
" And we’re going to deliver tax relief for working families, the middle class to help you buy your first home, pay for healthcare premiums or childcare or care for an aging loved one, or being able to pay off your student debt for God’s sake",Joe Biden
" Look, where I come from it’s just about being fair",Joe Biden
" We’re not asking anybody to do any more than anybody else just be fair, decent",Joe Biden
"Trump got a Supreme Court Justice for overwhelming reason, by the way, never before has there ever been a hearing on a Supreme Court Justice once an election began",Joe Biden
" That’s never occurred, but you got his justice for one simple reason to destroy the Affordable Care Act",Joe Biden
